transaction_id,customer_id,date,season,brand,category,channel,quantity,unit_price,discount_applied,total_amount,returned
TXN_803176,CUST_01008,2025-07-23,FW23,Massimo Dutti,Sportswear,ecommerce,2,218.55,0.27,319.08,0
TXN_775268,CUST_02811,2025-09-19,FW24,Pull&Bear,Bags,instagram_shop,5,232.23,0.24,882.47,0
TXN_193469,CUST_02787,2025-09-20,FW23,H&M,Jewelry,physical_store,3,43.54,0.04,125.4,0
TXN_164891,CUST_04833,2025-06-20,FW23,Pull&Bear,Underwear,physical_store,4,177.3,0.0,709.2,0
TXN_332932,CUST_00873,2024-06-10,FW24,Zara,Bags,instagram_shop,2,160.72,0.24,244.29,0
TXN_577924,CUST_01207,2025-12-09,SS24,Mango,Tops,email_campaign,3,252.78,0.2,606.67,0
TXN_988845,CUST_05787,2025-06-24,FW24,Uniqlo,Sportswear,physical_store,5,297.19,0.05,1411.65,0
TXN_989265,CUST_06001,2026-03-07,FW23,Zara,Bottoms,instagram_shop,3,54.27,0.29,115.6,0
TXN_453800,CUST_03460,2025-07-04,FW24,Stradivarius,Underwear,instagram_shop,2,297.4,0.22,463.94,0
TXN_835165,CUST_07014,2024-11-12,FW24,H&M,Bottoms,physical_store,3,91.88,0.37,173.65,1
TXN_244243,CUST_03619,2026-03-12,FW24,Reserved,Bottoms,mobile_app,3,142.67,0.07,398.05,0
TXN_206900,CUST_05556,2025-10-18,FW23,Pull&Bear,Underwear,loyalty_program,1,115.04,0.34,75.93,0
TXN_155021,CUST_00961,2026-03-10,SS24,COS,Underwear,mobile_app,1,113.11,0.19,91.62,0
TXN_417393,CUST_05635,2025-08-29,FW23,Pull&Bear,Dresses,instagram_shop,1,44.44,0.16,37.33,0
TXN_186651,CUST_00999,2025-07-29,FW24,Massimo Dutti,Outerwear,ecommerce,4,116.51,0.05,442.74,1
TXN_199146,CUST_06507,2024-09-27,FW23,Pull&Bear,Sportswear,loyalty_program,5,149.04,0.28,536.54,0
TXN_848440,CUST_07445,2025-07-05,FW23,Pull&Bear,Tops,instagram_shop,5,46.31,0.13,201.45,1
TXN_713124,CUST_04415,2024-11-03,SS23,Uniqlo,Dresses,mobile_app,5,151.67,0.21,599.1,1
TXN_429563,CUST_01007,2024-05-25,SS23,Mango,Jewelry,mobile_app,2,11.53,0.18,18.91,0
TXN_188720,CUST_01021,2026-02-06,SS24,Stradivarius,Bags,mobile_app,5,84.45,0.3,295.57,0
TXN_644675,CUST_07410,2024-07-02,SS24,Massimo Dutti,Sportswear,mobile_app,1,82.01,0.02,80.37,1
TXN_469221,CUST_04965,2024-12-20,FW23,H&M,Tops,mobile_app,3,161.56,0.39,295.65,0
TXN_240727,CUST_04932,2025-10-26,FW23,COS,Accessories,physical_store,2,96.91,0.33,129.86,0
TXN_500327,CUST_05322,2024-08-07,FW23,Pull&Bear,Sportswear,ecommerce,4,31.55,0.1,113.58,0
TXN_313660,CUST_00578,2024-06-13,SS24,Uniqlo,Accessories,email_campaign,4,282.65,0.06,1062.76,1
TXN_926051,CUST_03552,2024-08-25,FW24,Zara,Jewelry,mobile_app,2,131.7,0.06,247.6,0
TXN_526541,CUST_00540,2025-08-03,SS24,H&M,Accessories,physical_store,1,164.12,0.27,119.81,0
TXN_333020,CUST_03101,2025-12-08,SS23,H&M,Bottoms,email_campaign,2,89.35,0.04,171.55,0
TXN_699951,CUST_07089,2024-09-11,SS24,Massimo Dutti,Footwear,email_campaign,4,37.7,0.14,129.69,0
TXN_289448,CUST_02827,2026-03-18,FW24,Bershka,Jewelry,mobile_app,2,102.21,0.3,143.09,0
TXN_249600,CUST_03103,2026-04-27,SS24,Zara,Accessories,loyalty_program,5,216.82,0.26,802.23,0
TXN_560282,CUST_02899,2024-06-11,FW24,Massimo Dutti,Footwear,physical_store,5,131.28,0.18,538.25,0
TXN_420509,CUST_03330,2024-11-19,SS24,H&M,Dresses,ecommerce,2,98.49,0.34,130.01,0
TXN_399736,CUST_04539,2026-01-31,FW24,Zara,Underwear,loyalty_program,2,176.83,0.03,343.05,1
TXN_809649,CUST_07275,2025-12-18,SS23,Pull&Bear,Tops,email_campaign,4,154.35,0.27,450.7,0
TXN_356089,CUST_06053,2026-04-29,SS23,COS,Sportswear,mobile_app,4,213.74,0.3,598.47,1
TXN_638637,CUST_02894,2025-09-18,SS23,Pull&Bear,Sportswear,instagram_shop,2,31.78,0.34,41.95,0
TXN_972128,CUST_04416,2025-04-19,SS23,Reserved,Footwear,instagram_shop,1,108.0,0.27,78.84,0
TXN_512742,CUST_01781,2025-08-08,SS24,Massimo Dutti,Tops,instagram_shop,2,10.64,0.25,15.96,1
TXN_444511,CUST_02444,2024-12-23,SS24,H&M,Tops,physical_store,1,113.16,0.25,84.87,0
TXN_307140,CUST_00694,2025-03-21,FW23,Pull&Bear,Dresses,instagram_shop,3,12.56,0.17,31.27,0
TXN_413823,CUST_02985,2025-11-28,FW24,Mango,Bags,physical_store,3,75.56,0.16,190.41,0
TXN_555040,CUST_00047,2025-02-11,SS24,Uniqlo,Dresses,mobile_app,4,56.92,0.14,195.8,0
TXN_133141,CUST_01313,2026-03-26,FW23,Bershka,Footwear,ecommerce,2,124.41,0.3,174.17,0
TXN_233624,CUST_02661,2024-12-22,FW24,Massimo Dutti,Underwear,mobile_app,5,153.7,0.27,561.0,0
TXN_114311,CUST_06286,2026-01-16,FW23,Zara,Accessories,instagram_shop,1,46.57,0.14,40.05,1
TXN_186627,CUST_06233,2026-04-28,FW24,Uniqlo,Jewelry,mobile_app,4,149.25,0.11,531.33,1
TXN_376331,CUST_05742,2025-10-27,FW23,Pull&Bear,Outerwear,instagram_shop,2,91.52,0.05,173.89,0
TXN_996398,CUST_04843,2024-05-19,FW23,Uniqlo,Dresses,mobile_app,5,187.21,0.08,861.17,0
TXN_547011,CUST_00144,2026-03-28,FW23,H&M,Tops,instagram_shop,3,297.21,0.37,561.73,0
TXN_332548,CUST_02753,2024-11-15,FW24,Bershka,Tops,email_campaign,3,213.04,0.39,389.86,0
TXN_394184,CUST_07725,2024-07-16,SS24,Pull&Bear,Outerwear,physical_store,1,98.23,0.11,87.42,0
TXN_437263,CUST_01736,2025-11-01,SS24,Bershka,Footwear,email_campaign,1,10.15,0.26,7.51,0
TXN_450520,CUST_02493,2025-02-19,SS23,H&M,Tops,loyalty_program,2,83.15,0.2,133.04,1
TXN_879020,CUST_06379,2025-12-24,SS24,Uniqlo,Footwear,mobile_app,3,114.55,0.32,233.68,1
TXN_878659,CUST_04930,2025-04-08,SS23,Zara,Jewelry,loyalty_program,1,267.28,0.05,253.92,0
TXN_673129,CUST_05070,2025-10-21,SS24,Reserved,Sportswear,mobile_app,4,278.39,0.03,1080.15,1
TXN_846169,CUST_02068,2025-11-30,SS24,Stradivarius,Sportswear,loyalty_program,1,47.06,0.17,39.06,0
TXN_628345,CUST_06478,2025-02-14,SS23,Mango,Jewelry,physical_store,1,150.01,0.21,118.51,0
TXN_827505,CUST_01558,2025-07-14,FW24,Bershka,Bags,email_campaign,1,287.17,0.02,281.43,0
TXN_917230,CUST_03196,2025-11-18,FW24,COS,Footwear,mobile_app,4,227.7,0.15,774.18,0
TXN_109291,CUST_07202,2026-05-03,FW24,Massimo Dutti,Bags,physical_store,2,175.84,0.24,267.28,0
TXN_279420,CUST_01834,2025-09-23,SS23,Massimo Dutti,Outerwear,physical_store,3,215.38,0.22,503.99,0
TXN_239430,CUST_02215,2024-07-21,SS23,Uniqlo,Outerwear,email_campaign,2,283.18,0.11,504.06,0
TXN_440327,CUST_00681,2026-05-05,SS24,Mango,Underwear,email_campaign,3,193.47,0.39,354.05,0
TXN_472751,CUST_01796,2025-06-08,SS24,Mango,Footwear,ecommerce,1,191.52,0.0,191.52,1
TXN_500536,CUST_07746,2024-07-02,SS24,COS,Bags,mobile_app,5,40.86,0.3,143.01,0
TXN_946969,CUST_07030,2025-09-23,FW24,Mango,Sportswear,mobile_app,3,87.94,0.23,203.14,0
TXN_290330,CUST_03763,2025-04-24,FW23,Mango,Outerwear,email_campaign,2,271.62,0.04,521.51,0
TXN_286367,CUST_06696,2025-11-03,FW24,COS,Outerwear,ecommerce,3,16.09,0.07,44.89,0
TXN_522056,CUST_00821,2026-02-22,FW23,Zara,Jewelry,ecommerce,4,81.11,0.36,207.64,0
TXN_970860,CUST_05279,2025-04-08,SS23,Mango,Outerwear,ecommerce,1,41.9,0.01,41.48,0
TXN_930116,CUST_00871,2025-12-11,SS24,H&M,Outerwear,mobile_app,5,13.9,0.39,42.39,0
TXN_602171,CUST_01265,2024-10-07,FW23,Zara,Bags,loyalty_program,4,246.47,0.12,867.57,0
TXN_207809,CUST_04461,2024-08-02,SS24,H&M,Bags,instagram_shop,5,45.68,0.33,153.03,0
TXN_254535,CUST_02894,2026-05-05,SS24,Uniqlo,Underwear,loyalty_program,2,16.95,0.17,28.14,0
TXN_395503,CUST_02927,2024-12-19,SS23,COS,Accessories,ecommerce,2,297.31,0.09,541.1,0
TXN_656249,CUST_02743,2026-02-09,FW23,Pull&Bear,Bottoms,loyalty_program,1,185.3,0.07,172.33,0
TXN_623502,CUST_05420,2024-08-05,SS24,Reserved,Dresses,ecommerce,3,111.02,0.04,319.74,0
TXN_856383,CUST_06527,2024-07-04,FW24,H&M,Dresses,email_campaign,2,102.86,0.16,172.8,0
TXN_290706,CUST_06287,2025-07-25,FW24,Stradivarius,Accessories,instagram_shop,2,36.22,0.4,43.46,0
TXN_244935,CUST_06571,2024-12-30,FW23,Pull&Bear,Underwear,email_campaign,4,184.5,0.25,553.5,0
TXN_341292,CUST_03150,2024-11-01,SS23,COS,Underwear,email_campaign,5,152.84,0.21,603.72,1
TXN_103005,CUST_01665,2024-05-26,SS23,Stradivarius,Bags,instagram_shop,2,213.89,0.09,389.28,0
TXN_990586,CUST_07100,2026-01-14,FW23,Reserved,Sportswear,mobile_app,1,274.28,0.14,235.88,1
TXN_883281,CUST_01128,2025-03-01,SS23,Mango,Underwear,loyalty_program,2,71.1,0.09,129.4,0
TXN_794940,CUST_04764,2024-05-24,SS23,Bershka,Jewelry,mobile_app,4,117.78,0.28,339.21,0
TXN_113083,CUST_04662,2025-12-07,FW24,Mango,Bottoms,instagram_shop,3,50.96,0.1,137.59,0
TXN_565540,CUST_06401,2024-11-12,SS23,Reserved,Dresses,mobile_app,3,146.34,0.29,311.7,0
TXN_268137,CUST_00089,2024-07-18,FW24,Pull&Bear,Sportswear,email_campaign,1,185.2,0.07,172.24,0
TXN_264417,CUST_02226,2024-09-28,SS23,Massimo Dutti,Underwear,mobile_app,5,98.74,0.09,449.27,0
TXN_962458,CUST_06111,2025-03-22,SS23,Bershka,Sportswear,physical_store,5,26.23,0.16,110.17,0
TXN_544828,CUST_01595,2025-04-12,SS24,H&M,Dresses,ecommerce,2,25.84,0.15,43.93,0
TXN_667875,CUST_00872,2024-08-27,SS23,Uniqlo,Jewelry,ecommerce,3,18.12,0.11,48.38,0
TXN_352009,CUST_02205,2025-10-26,SS23,COS,Jewelry,ecommerce,5,68.49,0.37,215.74,1
TXN_423595,CUST_00069,2024-12-27,SS24,Reserved,Underwear,email_campaign,1,23.92,0.04,22.96,0
TXN_836789,CUST_05527,2025-06-18,SS23,Stradivarius,Underwear,loyalty_program,4,220.44,0.39,537.87,1
TXN_715698,CUST_06521,2026-01-23,FW24,Bershka,Jewelry,ecommerce,5,244.16,0.06,1147.55,0
TXN_756359,CUST_00764,2025-11-22,FW23,Uniqlo,Bottoms,loyalty_program,2,207.88,0.03,403.29,0
TXN_648706,CUST_07620,2024-12-09,SS24,Bershka,Bottoms,physical_store,5,297.75,0.24,1131.45,0
TXN_847385,CUST_06342,2025-05-03,FW24,Uniqlo,Outerwear,email_campaign,5,258.22,0.17,1071.61,1
TXN_202137,CUST_06592,2026-02-19,SS23,Mango,Footwear,email_campaign,2,174.39,0.4,209.27,0
TXN_409967,CUST_01322,2024-12-12,SS23,Reserved,Jewelry,physical_store,1,141.88,0.07,131.95,0
TXN_370473,CUST_03876,2026-02-04,SS24,Bershka,Bottoms,ecommerce,1,61.95,0.31,42.75,1
TXN_528902,CUST_07020,2024-12-23,FW23,Bershka,Accessories,email_campaign,1,115.4,0.11,102.71,1
TXN_571955,CUST_02153,2025-06-19,SS23,COS,Tops,loyalty_program,3,34.2,0.17,85.16,0
TXN_404779,CUST_03078,2024-05-20,FW23,COS,Underwear,ecommerce,5,12.29,0.34,40.56,0
TXN_591246,CUST_05263,2025-04-04,FW24,H&M,Dresses,mobile_app,4,204.04,0.14,701.9,0
TXN_432697,CUST_02805,2025-03-26,FW24,Uniqlo,Sportswear,ecommerce,4,67.84,0.13,236.08,0
TXN_252582,CUST_05244,2025-01-26,FW23,Stradivarius,Jewelry,ecommerce,1,168.06,0.38,104.2,1
TXN_551002,CUST_03878,2025-04-12,FW23,Zara,Outerwear,ecommerce,1,281.56,0.14,242.14,0
TXN_172623,CUST_02243,2025-08-03,FW24,H&M,Footwear,loyalty_program,3,194.34,0.03,565.53,0
TXN_293020,CUST_06803,2025-03-03,SS23,H&M,Underwear,physical_store,5,72.08,0.36,230.66,0
TXN_598597,CUST_04386,2025-11-19,FW23,Pull&Bear,Accessories,loyalty_program,2,111.28,0.17,184.72,1
TXN_308205,CUST_00637,2025-04-03,FW23,Stradivarius,Accessories,ecommerce,1,172.65,0.36,110.5,0
TXN_930489,CUST_07946,2025-01-22,FW24,Reserved,Bags,loyalty_program,2,154.83,0.13,269.4,0
TXN_706472,CUST_00798,2025-01-30,SS23,Uniqlo,Outerwear,instagram_shop,2,193.93,0.26,287.02,1
TXN_300444,CUST_07960,2025-11-17,SS23,Stradivarius,Accessories,ecommerce,5,119.48,0.14,513.76,0
TXN_623376,CUST_05315,2025-06-26,FW24,Pull&Bear,Underwear,physical_store,5,247.51,0.05,1175.67,0
TXN_218887,CUST_07588,2024-10-28,FW23,Bershka,Underwear,physical_store,4,161.71,0.31,446.32,0
TXN_398873,CUST_06922,2024-10-17,FW24,Reserved,Jewelry,ecommerce,5,57.16,0.17,237.21,0
TXN_531257,CUST_00849,2026-01-20,FW24,COS,Bags,ecommerce,1,198.38,0.25,148.78,0
TXN_993077,CUST_03445,2024-12-07,FW23,Uniqlo,Sportswear,email_campaign,5,243.69,0.27,889.47,0
TXN_467645,CUST_07926,2026-01-09,FW24,Pull&Bear,Underwear,ecommerce,2,258.33,0.38,320.33,0
TXN_377347,CUST_02518,2025-09-19,FW24,Uniqlo,Tops,instagram_shop,5,92.24,0.35,299.78,0
TXN_956379,CUST_04251,2026-04-21,SS24,Stradivarius,Bottoms,email_campaign,1,54.47,0.15,46.3,0
TXN_775738,CUST_03222,2025-09-01,SS23,COS,Underwear,mobile_app,5,292.3,0.08,1344.58,0
TXN_558648,CUST_01892,2025-11-10,SS23,Mango,Bags,ecommerce,4,272.2,0.21,860.15,1
TXN_438065,CUST_01669,2025-03-31,SS23,H&M,Tops,instagram_shop,3,252.82,0.06,712.95,0
TXN_670081,CUST_07541,2024-08-01,SS23,COS,Underwear,ecommerce,5,54.37,0.25,203.89,0
TXN_332527,CUST_02432,2025-01-27,FW23,Massimo Dutti,Outerwear,loyalty_program,3,64.09,0.26,142.28,0
TXN_757916,CUST_00189,2025-08-13,SS23,H&M,Sportswear,email_campaign,1,89.73,0.37,56.53,0
TXN_197283,CUST_00633,2026-01-17,FW24,Stradivarius,Outerwear,instagram_shop,2,91.9,0.36,117.63,0
TXN_756075,CUST_00625,2024-12-20,FW23,Pull&Bear,Underwear,physical_store,1,129.98,0.19,105.28,0
TXN_791710,CUST_04647,2025-11-23,SS23,H&M,Accessories,physical_store,2,96.63,0.36,123.69,0
TXN_877725,CUST_02084,2024-08-16,SS23,Uniqlo,Jewelry,ecommerce,5,168.47,0.06,791.81,1
TXN_482615,CUST_00940,2026-04-13,FW23,Zara,Accessories,mobile_app,5,158.4,0.06,744.48,0
TXN_196437,CUST_02855,2026-02-10,SS24,Bershka,Sportswear,instagram_shop,2,87.59,0.19,141.9,1
TXN_987132,CUST_07268,2025-03-23,SS24,Pull&Bear,Dresses,email_campaign,2,82.52,0.08,151.84,1
TXN_611528,CUST_03550,2025-06-21,FW24,Pull&Bear,Jewelry,loyalty_program,2,240.28,0.38,297.95,0
TXN_309422,CUST_04646,2025-06-14,SS24,Stradivarius,Dresses,instagram_shop,5,41.18,0.15,175.01,0
TXN_733216,CUST_06772,2026-04-02,SS24,Pull&Bear,Tops,ecommerce,5,83.38,0.16,350.2,0
TXN_176168,CUST_01762,2025-06-10,SS24,Stradivarius,Bottoms,physical_store,4,239.35,0.14,823.36,0
TXN_324156,CUST_03812,2026-04-27,SS24,Uniqlo,Bags,ecommerce,3,209.59,0.29,446.43,0
TXN_688207,CUST_02277,2025-07-20,SS23,COS,Underwear,loyalty_program,5,71.52,0.09,325.42,0
TXN_617927,CUST_04084,2025-06-15,SS23,Reserved,Underwear,ecommerce,3,67.45,0.02,198.3,0
TXN_347906,CUST_04721,2025-01-28,SS23,Reserved,Tops,loyalty_program,2,184.4,0.24,280.29,1
TXN_522377,CUST_00303,2026-05-02,SS23,Stradivarius,Tops,ecommerce,4,92.46,0.34,244.09,0
TXN_890303,CUST_02832,2026-01-29,FW24,H&M,Bags,physical_store,4,219.73,0.11,782.24,0
TXN_576663,CUST_04041,2024-08-17,SS23,Stradivarius,Jewelry,ecommerce,1,124.05,0.28,89.32,0
TXN_438542,CUST_07056,2025-09-19,FW24,Uniqlo,Bottoms,ecommerce,1,249.37,0.06,234.41,0
TXN_155040,CUST_02127,2025-04-24,SS23,H&M,Tops,physical_store,5,296.96,0.37,935.42,0
TXN_497993,CUST_02211,2025-08-09,FW23,Mango,Jewelry,instagram_shop,3,209.49,0.32,427.36,0
TXN_991450,CUST_07912,2025-12-28,FW24,Bershka,Dresses,email_campaign,3,259.94,0.3,545.87,1
TXN_394169,CUST_02637,2025-09-02,FW24,Uniqlo,Dresses,physical_store,5,148.59,0.2,594.36,0
TXN_354149,CUST_05402,2024-05-08,FW23,H&M,Dresses,instagram_shop,1,112.36,0.33,75.28,0
TXN_503764,CUST_01539,2025-10-01,FW24,H&M,Accessories,mobile_app,1,204.43,0.19,165.59,1
TXN_426972,CUST_05804,2024-11-12,FW24,Mango,Bags,ecommerce,5,258.94,0.3,906.29,0
TXN_750618,CUST_04206,2025-09-24,FW23,Pull&Bear,Outerwear,ecommerce,3,121.81,0.18,299.65,0
TXN_705282,CUST_05311,2025-02-27,SS23,Mango,Sportswear,ecommerce,2,209.01,0.38,259.17,0
TXN_129974,CUST_03901,2025-09-02,FW24,Stradivarius,Footwear,ecommerce,1,269.28,0.07,250.43,1
TXN_626584,CUST_03529,2026-02-09,SS24,Zara,Sportswear,physical_store,3,135.12,0.06,381.04,0
TXN_543116,CUST_01588,2026-01-26,SS24,Uniqlo,Underwear,mobile_app,1,198.09,0.29,140.64,1
TXN_214488,CUST_05580,2025-07-28,SS23,Uniqlo,Dresses,mobile_app,5,186.15,0.21,735.29,0
TXN_657980,CUST_00827,2026-03-13,SS24,Uniqlo,Jewelry,loyalty_program,1,176.81,0.1,159.13,0
TXN_825283,CUST_02197,2025-03-31,FW24,Uniqlo,Bottoms,mobile_app,4,39.37,0.29,111.81,0
TXN_103257,CUST_00772,2024-07-23,FW23,Massimo Dutti,Jewelry,instagram_shop,3,214.69,0.12,566.78,0
TXN_274740,CUST_01534,2024-06-01,SS24,Bershka,Bottoms,ecommerce,2,59.36,0.27,86.67,0
TXN_180716,CUST_01398,2025-02-22,SS23,COS,Accessories,instagram_shop,3,16.03,0.39,29.33,1
TXN_147371,CUST_06708,2026-05-05,SS23,COS,Footwear,mobile_app,4,263.22,0.19,852.83,1
TXN_204849,CUST_02495,2024-12-07,SS24,Bershka,Sportswear,loyalty_program,2,228.94,0.31,315.94,0
TXN_581035,CUST_00111,2024-10-25,SS24,Reserved,Accessories,email_campaign,3,202.38,0.1,546.43,1
TXN_770879,CUST_00169,2024-12-27,FW23,Pull&Bear,Outerwear,loyalty_program,1,88.27,0.21,69.73,0
TXN_829605,CUST_07973,2025-05-06,FW24,Stradivarius,Outerwear,loyalty_program,4,18.95,0.23,58.37,0
TXN_757343,CUST_05560,2025-10-20,FW24,Massimo Dutti,Bottoms,physical_store,4,195.22,0.39,476.34,0
TXN_389666,CUST_02533,2025-06-01,FW23,Zara,Jewelry,email_campaign,4,180.84,0.38,448.48,0
TXN_931023,CUST_06490,2024-08-17,SS24,Reserved,Dresses,ecommerce,1,135.69,0.18,111.27,0
TXN_403858,CUST_05110,2024-06-04,FW23,Reserved,Sportswear,physical_store,2,145.22,0.06,273.01,0
TXN_965568,CUST_04858,2025-07-09,SS23,Zara,Sportswear,physical_store,1,141.61,0.09,128.87,0
TXN_363647,CUST_01128,2025-02-20,SS24,Reserved,Bags,loyalty_program,3,201.46,0.0,604.38,1
TXN_868661,CUST_01611,2025-11-29,FW24,COS,Dresses,physical_store,1,216.82,0.06,203.81,0
TXN_811459,CUST_05218,2026-04-04,FW24,Pull&Bear,Underwear,ecommerce,4,280.54,0.1,1009.94,0
TXN_811902,CUST_07175,2025-07-01,SS24,COS,Bottoms,loyalty_program,5,100.1,0.23,385.38,0
TXN_419811,CUST_00701,2025-08-23,SS24,COS,Sportswear,email_campaign,2,130.72,0.08,240.52,0
TXN_827851,CUST_02566,2025-04-17,SS24,Bershka,Accessories,instagram_shop,4,37.84,0.21,119.57,0
TXN_127705,CUST_07843,2025-03-02,FW24,H&M,Bottoms,email_campaign,4,143.76,0.37,362.28,0
TXN_669659,CUST_07372,2025-08-31,SS24,Zara,Underwear,mobile_app,5,158.53,0.05,753.02,0
TXN_643171,CUST_03770,2024-06-19,SS23,H&M,Tops,physical_store,1,144.2,0.31,99.5,0
TXN_604855,CUST_05657,2025-05-30,SS24,Zara,Dresses,loyalty_program,5,38.24,0.12,168.26,1
TXN_315025,CUST_04229,2024-06-15,FW23,Massimo Dutti,Sportswear,mobile_app,5,224.41,0.02,1099.61,0
TXN_106764,CUST_06599,2024-06-14,FW24,COS,Outerwear,ecommerce,2,97.25,0.12,171.16,0
TXN_201568,CUST_02025,2026-05-06,FW23,H&M,Sportswear,ecommerce,2,185.09,0.05,351.67,1
TXN_524209,CUST_03962,2025-02-06,FW23,Uniqlo,Bags,physical_store,4,26.13,0.05,99.29,1
TXN_553355,CUST_01198,2024-06-08,SS23,Mango,Bottoms,loyalty_program,4,259.19,0.25,777.57,0
TXN_599288,CUST_03935,2025-11-13,SS24,Reserved,Dresses,email_campaign,5,225.07,0.22,877.77,0
TXN_212549,CUST_03800,2025-04-25,FW24,Pull&Bear,Bottoms,ecommerce,3,123.43,0.28,266.61,0
