customer_id,age,gender,country,preferred_channel,loyalty_tier,registration_date,last_purchase_days_ago,total_purchases,avg_order_value,email_open_rate,app_sessions_30d,returns_rate,support_tickets_12m,nps_score,omnichannel_flag,preferred_brand,preferred_category,total_revenue,churned,txn_count,txn_total_spend,txn_avg_ticket,txn_channels_used,txn_brands_count,txn_return_count,txn_categories,txn_discount_avg,gender_enc,loyalty_tier_enc,preferred_channel_enc,country_enc,preferred_brand_enc,preferred_category_enc,recency_score,frequency_score,monetary_score,revenue_per_purchase,engagement_index,risk_index,channel_diversity,discount_sensitivity,brand_loyalty_index,age_group_enc,nps_category
CUST_00010,28,F,UK,physical_store,Bronze,2026-02-05,109,40,98.29,0.108,42,0.055,5,1.0,1,Pull&Bear,Bags,3931.6,0,6.0,1562.78,260.4633333333333,4.0,4.0,2.0,5.0,0.245,0,0,5,8,5,1,0.00909090909090909,3.713572066704308,8.277056063725457,95.89268292682927,0.6123999999999999,2,4.0,0.245,0.2,1.0,Detractor
CUST_00011,41,F,Netherlands,ecommerce,Bronze,2025-09-28,178,25,12.85,0.716,13,0.185,5,4.0,0,H&M,Dresses,321.25,0,4.0,1713.72,428.43,4.0,2.0,1.0,3.0,0.29000000000000004,0,0,0,4,2,3,0.00558659217877095,3.258096538021482,5.775327641819297,12.35576923076923,0.30146666666666666,2,4.0,0.29000000000000004,0.3333333333333333,1.0,Detractor
CUST_00012,53,F,Brazil,email_campaign,Platinum,2025-01-15,249,78,48.47,0.349,54,0.073,7,3.0,1,Zara,Accessories,3780.66,0,6.0,1872.04,312.00666666666666,4.0,5.0,2.0,6.0,0.27166666666666667,0,2,1,0,9,0,0.004,4.3694478524670215,8.237918345653137,47.85645569620253,0.7646999999999999,5,4.0,0.27166666666666667,0.16666666666666666,2.0,Detractor
CUST_00013,57,F,Germany,mobile_app,Silver,2024-12-17,324,42,229.6,0.305,55,0.44,4,8.0,1,Pull&Bear,Bags,9643.2,1,4.0,1304.54,326.135,3.0,4.0,1.0,4.0,0.1175,0,3,4,2,5,1,0.003076923076923077,3.7612001156935624,9.174111977368897,224.26046511627908,0.7581666666666667,6,3.0,0.1175,0.2,3.0,Neutral
CUST_00014,41,M,Brazil,instagram_shop,Silver,2023-06-08,360,44,111.5,0.149,44,0.28,0,4.0,0,Mango,Bags,4906.0,0,1.0,73.4,73.4,1.0,1.0,0.0,1.0,0.36,1,3,2,0,3,1,0.002770083102493075,3.8066624897703196,8.498418036089904,109.02222222222223,0.33803333333333335,3,1.0,0.36,0.5,1.0,Detractor
CUST_00015,20,F,Portugal,email_campaign,Bronze,2026-02-12,5,5,15.89,0.068,17,0.312,3,7.0,1,Bershka,Bottoms,79.45,1,5.0,1571.92,314.384,5.0,3.0,0.0,5.0,0.20800000000000002,0,0,1,6,0,2,0.16666666666666666,1.791759469228055,4.387635873438392,13.241666666666667,0.4337333333333333,3,5.0,0.20800000000000002,0.25,0.0,Neutral
CUST_00016,39,M,Italy,physical_store,Bronze,2025-02-24,157,28,10.78,0.041,48,0.052,7,1.0,1,Zara,Jewelry,301.84,1,4.0,1191.62,297.905,3.0,4.0,2.0,3.0,0.14,1,0,5,3,9,5,0.006329113924050633,3.367295829986474,5.7132046132351055,10.408275862068965,0.6323000000000001,2,3.0,0.14,0.2,1.0,Detractor
CUST_00017,19,F,Spain,mobile_app,Bronze,2023-11-30,230,76,199.22,0.394,8,0.057,7,8.0,0,COS,Tops,15140.72,1,4.0,2667.82,666.955,3.0,3.0,1.0,2.0,0.14,0,0,4,7,1,8,0.004329004329004329,4.343805421853684,9.625209126879547,196.63272727272727,0.17153333333333334,5,3.0,0.14,0.25,0.0,Neutral
CUST_00018,41,F,Poland,instagram_shop,Bronze,2025-01-11,116,60,27.68,0.1,58,0.09,0,6.0,0,H&M,Underwear,1660.8,0,4.0,2187.7200000000003,546.9300000000001,3.0,4.0,2.0,4.0,0.22499999999999998,0,0,2,5,2,9,0.008547008547008548,4.110873864173311,7.415656631230881,27.22622950819672,0.41666666666666674,0,3.0,0.22499999999999998,0.2,1.0,Detractor
CUST_00019,61,F,UK,instagram_shop,Bronze,2023-10-01,261,77,118.46,0.45,15,0.213,5,1.0,1,Reserved,Outerwear,9121.42,1,6.0,1234.99,205.83166666666668,4.0,6.0,1.0,5.0,0.24333333333333332,0,0,2,8,6,6,0.003816793893129771,4.356708826689592,9.118490398746253,116.94128205128206,0.535,5,4.0,0.24333333333333332,0.14285714285714285,3.0,Detractor
CUST_00020,47,F,France,instagram_shop,Gold,2024-09-15,316,21,96.42,0.346,8,0.076,2,4.0,1,H&M,Bags,2024.82,1,4.0,1282.88,320.72,3.0,3.0,1.0,3.0,0.2175,0,1,2,1,2,1,0.0031545741324921135,3.091042453358316,7.613729835846869,92.03727272727272,0.4571333333333333,3,3.0,0.2175,0.25,2.0,Detractor
CUST_00021,55,F,Spain,ecommerce,Bronze,2026-03-25,321,49,53.55,0.126,10,0.051,3,10.0,0,COS,Bags,2623.95,1,9.0,4331.84,481.3155555555556,5.0,6.0,1.0,6.0,0.22666666666666668,0,0,0,7,1,1,0.003105590062111801,3.912023005428146,7.872817127225268,52.479,0.10446666666666667,5,5.0,0.22666666666666668,0.14285714285714285,2.0,Promoter
CUST_00022,19,F,Poland,ecommerce,Bronze,2025-05-16,127,56,29.98,0.384,26,0.425,0,3.0,0,Massimo Dutti,Dresses,1678.88,0,6.0,1560.56,260.0933333333333,5.0,5.0,0.0,4.0,0.145,0,0,0,5,4,3,0.0078125,4.04305126783455,7.426477641274734,29.4540350877193,0.2885333333333333,1,5.0,0.145,0.16666666666666666,0.0,Detractor
CUST_00023,38,F,Netherlands,mobile_app,Silver,2023-11-24,28,57,179.86,0.265,29,0.009,0,0.0,0,COS,Underwear,10252.02,0,2.0,204.69,102.345,1.0,2.0,0.0,2.0,0.14,0,3,4,4,1,9,0.034482758620689655,4.060443010546419,9.235327575316779,176.7589655172414,0.27283333333333337,0,1.0,0.14,0.3333333333333333,1.0,Detractor
CUST_00024,50,F,Brazil,physical_store,Gold,2024-05-11,339,61,9.07,0.265,13,0.115,1,9.0,1,Mango,Sportswear,553.27,1,5.0,1324.85,264.96999999999997,2.0,5.0,0.0,4.0,0.34199999999999997,0,1,5,0,3,7,0.0029411764705882353,4.127134385045092,6.317651932644658,8.923709677419355,0.4661666666666667,3,2.0,0.34199999999999997,0.16666666666666666,2.0,Promoter
CUST_00025,29,F,Poland,mobile_app,Platinum,2024-09-15,228,38,131.22,0.635,13,0.163,4,6.0,1,Stradivarius,Tops,4986.36,0,4.0,2668.75,667.1875,2.0,3.0,0.0,2.0,0.165,0,2,4,5,7,8,0.004366812227074236,3.6635616461296463,8.514661990628705,127.85538461538461,0.5771666666666666,5,2.0,0.165,0.25,1.0,Detractor
CUST_00026,39,F,Germany,physical_store,Gold,2025-05-24,129,73,42.11,0.19,28,0.085,6,7.0,1,H&M,Footwear,3074.03,0,9.0,2945.4900000000002,327.2766666666667,5.0,5.0,1.0,5.0,0.2511111111111111,0,1,5,2,2,4,0.007692307692307693,4.304065093204169,8.031069936290589,41.54094594594595,0.5436666666666666,2,5.0,0.2511111111111111,0.16666666666666666,1.0,Neutral
CUST_00027,61,F,Spain,email_campaign,Bronze,2025-01-22,29,2,29.67,0.067,10,0.461,0,5.0,0,Bershka,Footwear,59.34,0,4.0,843.6800000000001,210.92000000000002,3.0,4.0,1.0,2.0,0.245,0,0,1,7,0,4,0.03333333333333333,1.0986122886681096,4.099995233730915,19.78,0.08676666666666666,3,3.0,0.245,0.2,3.0,Detractor
CUST_00028,42,M,Spain,instagram_shop,Bronze,2024-05-18,179,3,49.55,0.124,14,0.083,6,8.0,0,Zara,Jewelry,148.65,0,4.0,434.03,108.5075,3.0,2.0,2.0,3.0,0.2225,1,0,2,7,9,5,0.005555555555555556,1.3862943611198906,5.008299234298708,37.1625,0.13053333333333333,2,3.0,0.2225,0.3333333333333333,2.0,Neutral
CUST_00029,44,M,Spain,instagram_shop,Gold,2025-09-10,164,43,134.56,0.156,43,0.192,7,1.0,0,H&M,Dresses,5786.08,0,5.0,991.5899999999999,198.31799999999998,4.0,5.0,1.0,4.0,0.17,1,1,2,7,2,3,0.006060606060606061,3.784189633918261,8.663383125566762,131.50181818181818,0.3334666666666667,2,4.0,0.17,0.16666666666666666,2.0,Detractor
CUST_00030,59,M,Italy,ecommerce,Gold,2025-09-30,160,74,20.12,0.376,13,0.111,4,6.0,0,Stradivarius,Bags,1488.88,0,4.0,2122.5099999999998,530.6274999999999,3.0,4.0,1.0,4.0,0.27,1,1,0,3,7,1,0.006211180124223602,4.31748811353631,7.3064508587834816,19.851733333333335,0.19946666666666668,2,3.0,0.27,0.2,3.0,Detractor
CUST_00031,45,F,Netherlands,email_campaign,Silver,2024-02-19,320,35,71.18,0.166,26,0.128,3,5.0,0,Massimo Dutti,Jewelry,2491.3,0,9.0,2345.96,260.6622222222222,5.0,5.0,1.0,7.0,0.26666666666666666,0,3,1,4,4,5,0.003115264797507788,3.58351893845611,7.820961257894368,69.20277777777778,0.22313333333333335,5,5.0,0.26666666666666666,0.16666666666666666,2.0,Detractor
CUST_00032,33,M,Italy,loyalty_program,Bronze,2025-09-21,288,73,88.11,0.158,2,0.043,4,8.0,1,H&M,Bottoms,6432.03,1,4.0,779.59,194.8975,4.0,4.0,1.0,4.0,0.14,1,0,3,3,2,2,0.0034602076124567475,4.304065093204169,8.769200934854192,86.91932432432432,0.36073333333333335,5,4.0,0.14,0.2,1.0,Neutral
CUST_00033,32,M,Spain,email_campaign,Bronze,2024-04-02,265,40,46.51,0.156,11,0.109,0,2.0,1,Reserved,Outerwear,1860.4,1,3.0,936.51,312.17,3.0,3.0,1.0,2.0,0.21,1,0,1,7,6,6,0.0037593984962406013,3.713572066704308,7.52908417175161,45.37560975609756,0.42013333333333336,3,3.0,0.21,0.25,1.0,Detractor
CUST_00034,64,M,Germany,physical_store,Gold,2024-05-03,297,58,22.55,0.346,57,0.298,5,2.0,1,COS,Footwear,1307.9,1,10.0,2568.6,256.86,6.0,7.0,0.0,7.0,0.181,1,1,5,2,1,4,0.003355704697986577,4.07753744390572,7.176942368797674,22.167796610169493,0.7838,5,6.0,0.181,0.125,3.0,Detractor
CUST_00035,61,F,France,email_campaign,Bronze,2024-10-13,25,34,28.26,0.207,13,0.214,7,7.0,0,Reserved,Outerwear,960.84,0,4.0,2204.0699999999997,551.0174999999999,4.0,3.0,1.0,4.0,0.15999999999999998,0,0,1,1,6,6,0.038461538461538464,3.5553480614894135,6.868848116666654,27.452571428571428,0.14876666666666666,2,4.0,0.15999999999999998,0.25,3.0,Neutral
CUST_00036,20,M,Germany,ecommerce,Silver,2026-01-09,145,25,226.95,0.048,40,0.281,6,1.0,1,Uniqlo,Accessories,5673.75,1,2.0,769.89,384.945,1.0,2.0,0.0,2.0,0.215,1,3,0,2,8,0,0.00684931506849315,3.258096538021482,8.643781788515811,218.22115384615384,0.5810666666666666,2,1.0,0.215,0.3333333333333333,0.0,Detractor
CUST_00037,54,M,UK,physical_store,Platinum,2023-09-10,175,56,116.15,0.299,16,0.053,0,5.0,1,Massimo Dutti,Tops,6504.4,0,4.0,381.84999999999997,95.46249999999999,2.0,4.0,2.0,4.0,0.1775,1,2,5,8,4,8,0.005681818181818182,4.04305126783455,8.780387880216747,114.11228070175439,0.4963666666666666,0,2.0,0.1775,0.2,2.0,Detractor
CUST_00038,24,F,Netherlands,mobile_app,Silver,2025-07-26,8,32,88.17,0.474,16,0.276,6,5.0,0,Stradivarius,Accessories,2821.44,0,8.0,3849.4399999999996,481.17999999999995,3.0,7.0,5.0,6.0,0.23625000000000002,0,3,4,4,7,0,0.1111111111111111,3.4965075614664802,7.945357038047646,85.49818181818182,0.24886666666666668,2,3.0,0.23625000000000002,0.125,0.0,Detractor
CUST_00039,38,M,Brazil,physical_store,Bronze,2024-02-22,314,22,300.0,0.157,47,0.22,2,5.0,0,Stradivarius,Footwear,6600.0,0,3.0,814.64,271.5466666666667,2.0,3.0,1.0,2.0,0.2833333333333334,1,0,5,0,7,4,0.0031746031746031746,3.1354942159291497,8.79497643168877,286.95652173913044,0.36043333333333333,3,2.0,0.2833333333333334,0.25,1.0,Detractor
CUST_00040,26,F,Spain,mobile_app,Bronze,2025-10-28,109,65,29.05,0.287,33,0.188,7,9.0,1,COS,Jewelry,1888.25,0,5.0,1433.52,286.704,3.0,5.0,0.0,4.0,0.22599999999999998,0,0,4,7,1,5,0.00909090909090909,4.189654742026425,7.543935203900829,28.609848484848484,0.6061000000000001,2,3.0,0.22599999999999998,0.16666666666666666,0.0,Promoter
CUST_00041,56,F,Poland,loyalty_program,Bronze,2024-08-15,129,21,53.88,0.117,29,0.117,1,7.0,1,Mango,Bottoms,1131.48,0,4.0,1660.81,415.2025,2.0,4.0,0.0,3.0,0.195,0,0,3,5,3,2,0.007692307692307693,3.091042453358316,7.032165197157099,51.43090909090909,0.5284333333333333,0,2.0,0.195,0.2,2.0,Neutral
CUST_00042,35,F,France,physical_store,Silver,2024-03-28,2,21,56.71,0.186,22,0.371,4,3.0,1,Bershka,Bags,1190.91,0,6.0,2795.13,465.855,4.0,5.0,2.0,3.0,0.22166666666666668,0,3,5,1,0,1,0.3333333333333333,3.091042453358316,7.083312341419068,54.13227272727273,0.5024666666666666,3,4.0,0.22166666666666668,0.16666666666666666,1.0,Detractor
CUST_00043,21,M,Brazil,instagram_shop,Silver,2025-03-10,10,28,146.84,0.059,35,0.007,5,5.0,1,Zara,Jewelry,4111.52,0,5.0,2039.2600000000002,407.85200000000003,4.0,4.0,1.0,4.0,0.178,1,3,2,0,9,5,0.09090909090909091,3.367295829986474,8.321791258283687,141.77655172413796,0.5510333333333334,2,4.0,0.178,0.2,0.0,Detractor
CUST_00044,42,F,USA,loyalty_program,Bronze,2025-11-16,347,19,14.76,0.262,24,0.071,4,4.0,1,COS,Bottoms,280.44,0,8.0,5170.06,646.2575,4.0,6.0,3.0,7.0,0.11,0,0,3,9,1,2,0.0028735632183908046,2.995732273553991,5.639919280989248,14.022,0.5386,5,4.0,0.11,0.14285714285714285,2.0,Detractor
CUST_00045,31,F,Germany,mobile_app,Bronze,2026-01-04,117,14,58.34,0.26,53,0.272,1,4.0,1,Stradivarius,Footwear,816.76,0,3.0,1205.1799999999998,401.72666666666663,2.0,3.0,0.0,3.0,0.06666666666666667,0,0,4,2,7,4,0.00847457627118644,2.70805020110221,6.706568895019969,54.45066666666666,0.7313333333333334,0,2.0,0.06666666666666667,0.25,1.0,Detractor
CUST_00046,26,F,France,ecommerce,Bronze,2024-12-27,319,24,54.51,0.066,39,0.181,4,8.0,0,Zara,Tops,1308.24,1,6.0,1815.4299999999998,302.57166666666666,4.0,5.0,1.0,5.0,0.23500000000000001,0,0,0,1,9,8,0.003125,3.2188758248682006,7.177202095169763,52.3296,0.2798,5,4.0,0.23500000000000001,0.16666666666666666,0.0,Neutral
CUST_00047,43,F,USA,loyalty_program,Platinum,2024-08-23,11,20,105.54,0.536,31,0.198,1,8.0,0,Stradivarius,Footwear,2110.8,0,8.0,3122.33,390.29125,4.0,7.0,2.0,6.0,0.1425,0,2,3,9,7,4,0.08333333333333333,3.044522437723423,7.655295943372414,100.51428571428572,0.3674666666666667,0,4.0,0.1425,0.125,2.0,Neutral
CUST_00048,19,F,Italy,loyalty_program,Gold,2025-10-26,96,32,38.58,0.118,22,0.127,3,10.0,1,COS,Accessories,1234.56,0,5.0,1471.1799999999998,294.236,2.0,5.0,0.0,5.0,0.132,0,1,3,3,1,0,0.010309278350515464,3.4965075614664802,7.119279587584186,37.41090909090909,0.48206666666666664,2,2.0,0.132,0.16666666666666666,0.0,Promoter
CUST_00049,37,M,USA,loyalty_program,Bronze,2024-12-17,93,74,144.2,0.086,40,0.032,3,5.0,1,Reserved,Tops,10670.8,0,4.0,955.66,238.915,3.0,2.0,0.0,3.0,0.2225,1,0,3,9,6,8,0.010638297872340425,4.31748811353631,9.275360027350112,142.27733333333333,0.5924666666666667,2,3.0,0.2225,0.3333333333333333,1.0,Detractor
CUST_00050,45,M,Brazil,mobile_app,Platinum,2025-09-13,102,52,75.45,0.146,15,0.04,4,5.0,0,Zara,Sportswear,3923.4,0,,,,,,,,,1,2,4,0,9,7,0.009708737864077669,3.970291913552122,8.274968752289237,74.02641509433963,0.1438,2,1.0,0.0,0.5,2.0,Detractor
CUST_00051,64,F,Netherlands,mobile_app,Silver,2024-02-19,98,65,29.25,0.357,31,0.207,2,0.0,0,Reserved,Footwear,1901.25,0,6.0,1750.96,291.82666666666665,4.0,3.0,0.0,3.0,0.15166666666666667,0,3,4,4,6,4,0.010101010101010102,4.189654742026425,7.550792675056632,28.806818181818183,0.3137666666666667,0,4.0,0.15166666666666667,0.25,3.0,Detractor
CUST_00052,24,F,Germany,physical_store,Silver,2024-09-15,282,52,86.64,0.106,42,0.053,0,7.0,0,H&M,Accessories,4505.28,0,3.0,454.11,151.37,3.0,2.0,0.0,3.0,0.3033333333333333,0,3,5,2,2,0,0.0035335689045936395,3.970291913552122,8.413227258431348,85.00528301886791,0.31179999999999997,3,3.0,0.3033333333333333,0.3333333333333333,0.0,Neutral
CUST_00053,61,F,France,instagram_shop,Silver,2023-09-22,295,58,49.62,0.407,9,0.17,4,7.0,1,COS,Dresses,2877.96,1,4.0,1209.66,302.415,3.0,4.0,0.0,3.0,0.265,0,3,2,1,1,3,0.0033783783783783786,4.07753744390572,7.965184396802562,48.77898305084746,0.4821,5,3.0,0.265,0.2,3.0,Neutral
CUST_00054,25,M,USA,loyalty_program,Silver,2024-03-21,348,79,80.76,0.11,56,0.194,3,10.0,0,Uniqlo,Bags,6380.04,1,2.0,1132.63,566.315,1.0,2.0,1.0,2.0,0.32,1,3,3,9,8,1,0.0028653295128939827,4.382026634673881,8.761086372458635,79.7505,0.4063333333333333,5,1.0,0.32,0.3333333333333333,0.0,Promoter
CUST_00055,64,F,Germany,physical_store,Bronze,2025-05-09,156,10,21.15,0.194,33,0.019,6,8.0,1,Zara,Sportswear,211.5,1,6.0,2459.35,409.89166666666665,3.0,5.0,2.0,5.0,0.15,0,0,5,2,9,7,0.006369426751592357,2.3978952727983707,5.358941988364472,19.227272727272727,0.5782,2,3.0,0.15,0.16666666666666666,3.0,Neutral
CUST_00056,52,F,France,physical_store,Silver,2024-03-10,145,70,43.98,0.491,32,0.414,5,6.0,1,Massimo Dutti,Sportswear,3078.6,0,3.0,1487.01,495.67,2.0,3.0,0.0,3.0,0.12666666666666668,0,3,5,1,4,7,0.00684931506849315,4.2626798770413155,8.032554997403894,43.36056338028169,0.6606333333333334,3,2.0,0.12666666666666668,0.25,2.0,Detractor
CUST_00057,31,F,France,instagram_shop,Gold,2024-04-10,364,15,123.35,0.153,56,0.175,4,8.0,1,Reserved,Accessories,1850.25,1,3.0,1512.76,504.25333333333333,2.0,3.0,0.0,3.0,0.06,0,1,2,1,6,0,0.0027397260273972603,2.772588722239781,7.523616365582009,115.640625,0.7192333333333334,5,2.0,0.06,0.25,1.0,Neutral
CUST_00058,34,M,Brazil,physical_store,Bronze,2025-02-02,211,47,168.07,0.341,56,0.135,7,0.0,1,COS,Jewelry,7899.29,1,3.0,663.5799999999999,221.1933333333333,2.0,2.0,1.0,2.0,0.26333333333333336,1,0,5,0,1,5,0.0047169811320754715,3.8712010109078907,8.974654746642118,164.56854166666668,0.7756333333333334,5,2.0,0.26333333333333336,0.3333333333333333,1.0,Detractor
CUST_00059,53,M,Germany,instagram_shop,Bronze,2024-10-08,155,10,77.66,0.133,27,0.177,1,0.0,1,Massimo Dutti,Outerwear,776.6,0,6.0,1876.14,312.69,3.0,6.0,1.0,3.0,0.26166666666666666,1,0,2,2,4,6,0.00641025641025641,2.3978952727983707,6.656212253146229,70.60000000000001,0.5199,0,3.0,0.26166666666666666,0.14285714285714285,2.0,Detractor
CUST_00060,57,M,Brazil,ecommerce,Bronze,2025-11-12,242,21,45.2,0.347,50,0.267,6,9.0,1,Bershka,Dresses,949.2,1,3.0,487.71,162.57,2.0,3.0,0.0,3.0,0.24,1,0,0,0,0,3,0.00411522633744856,3.091042453358316,6.856672488752821,43.14545454545455,0.7374333333333334,5,2.0,0.24,0.25,3.0,Promoter
CUST_00061,21,M,USA,instagram_shop,Bronze,2025-04-22,76,19,35.2,0.086,59,0.021,1,8.0,1,Pull&Bear,Bags,668.8,0,7.0,2185.0499999999997,312.15,4.0,3.0,1.0,5.0,0.22571428571428573,1,0,2,9,5,1,0.012987012987012988,2.995732273553991,6.506979160360104,33.44,0.7191333333333333,0,4.0,0.22571428571428573,0.25,0.0,Neutral
CUST_00062,19,F,UK,email_campaign,Bronze,2024-11-22,323,68,31.18,0.305,6,0.204,7,3.0,1,Mango,Tops,2120.24,1,3.0,2797.81,932.6033333333334,3.0,3.0,1.0,3.0,0.20000000000000004,0,0,1,8,3,8,0.0030864197530864196,4.23410650459726,7.659756102335792,30.728115942028982,0.4315,5,3.0,0.20000000000000004,0.25,0.0,Detractor
CUST_00063,23,F,Netherlands,instagram_shop,Silver,2025-05-08,175,22,31.13,0.136,39,0.081,6,8.0,0,Uniqlo,Sportswear,684.86,0,7.0,3382.7,483.24285714285713,4.0,5.0,1.0,5.0,0.1685714285714286,0,3,2,4,8,7,0.005681818181818182,3.1354942159291497,6.530673525265742,29.776521739130434,0.3008,2,4.0,0.1685714285714286,0.16666666666666666,0.0,Neutral
CUST_00064,59,F,UK,instagram_shop,Bronze,2023-09-04,111,63,27.72,0.161,1,0.21,3,7.0,1,Stradivarius,Sportswear,1746.36,0,4.0,1215.12,303.78,3.0,4.0,1.0,4.0,0.26749999999999996,0,0,2,8,7,7,0.008928571428571428,4.1588830833596715,7.465861356449418,27.286875,0.35496666666666665,2,3.0,0.26749999999999996,0.2,3.0,Neutral
CUST_00065,21,F,Portugal,email_campaign,Bronze,2024-02-20,18,38,51.02,0.234,34,0.108,6,4.0,0,Stradivarius,Accessories,1938.76,0,3.0,742.54,247.51333333333332,2.0,3.0,2.0,3.0,0.3066666666666667,0,0,1,6,7,0,0.05263157894736842,3.6635616461296463,7.570319533064288,49.71179487179487,0.29686666666666667,2,2.0,0.3066666666666667,0.25,0.0,Detractor
CUST_00066,46,F,Spain,instagram_shop,Gold,2024-10-02,291,15,34.18,0.462,47,0.068,0,10.0,1,Bershka,Accessories,512.7,0,3.0,1390.18,463.3933333333334,2.0,2.0,1.0,2.0,0.22,0,1,2,7,0,0,0.003424657534246575,2.772588722239781,6.241639437473222,32.04375,0.7519333333333333,3,2.0,0.22,0.3333333333333333,2.0,Promoter
CUST_00067,35,F,UK,mobile_app,Silver,2025-01-13,274,70,84.95,0.178,6,0.097,1,10.0,1,Mango,Dresses,5946.5,0,6.0,3613.7799999999997,602.2966666666666,4.0,3.0,1.0,5.0,0.19333333333333336,0,3,4,8,3,3,0.0036363636363636364,4.2626798770413155,8.690726242177114,83.75352112676056,0.39339999999999997,3,4.0,0.19333333333333336,0.25,1.0,Promoter
